kp_hash,videoId,title,lengthSeconds,channelId,author,keywords,publish_date,thumbnail,official
8369534cc5eb91d7ae90b5c5ebbe5201,Ek_LUUF_vyQ,【李李鈴蘭】LA芽製作～ 蘭蘭超棒的妄想稅!!!  ｜類MV製作【鈴蘭歌回】【Vtuber】#Shorts #李李鈴蘭,23,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,,2021-10-31,https://i.ytimg.com/vi/Ek_LUUF_vyQ/mqdefault.jpg,FALSE
7e02451747128fe9bed5a331da047f9a,fO6-6WVdMAA,【李李鈴蘭/ Linglan Lily 】DECO*27 - 妄想税  feat.李李鈴蘭  ｜ 蘭蘭超棒的妄想稅!!!  ｜類MV製作【鈴蘭歌回】【Vtuber】,222,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 黑糖, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 李李鈴蘭, 李李鈴蘭 V, 李李鈴蘭 v, 李李鈴蘭 烤肉, 李李鈴蘭 精華, 鈴蘭 烤肉, 李李 精華, 李李 烤肉, 李李鈴蘭 台v, 李李鈴蘭初配信, 初配信, Lily Linglan初配信, Lily Linglan, #鈴蘭的教學日誌LA, Reol, 第六感, REOL, 妄想稅, DECO*27",2021-10-30,https://i.ytimg.com/vi/fO6-6WVdMAA/mqdefault.jpg?v=617e6353,FALSE
4365dcfa4f382fed277699e9e534c7e1,S_U69cudRCo,【瑪格麗特／歌回精華】 Cover.瑪格麗特 「幾分之幾 You Complete Me」 ｜【台灣Vtuber精華】,255,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 黑糖, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 瑪格麗特．溫特斯, 瑪格麗特 V, 瑪格麗特 v, 瑪格麗特 烤肉, 瑪格麗特 精華, 瑪格 烤肉, 瑪格 精華, 瑪麗 精華, 瑪麗 烤肉, 瑪格麗特 台v, 瑪麗初配信, 初配信, 瑪格麗特初配信, 瑪格麗特.溫特斯",2021-10-24,https://i.ytimg.com/vi/S_U69cudRCo/mqdefault.jpg,FALSE
5f2cc82f5728e31a2d8ef76525f4e848,ufeGZ7nFvzI,【李李鈴蘭／歌回精華】第六感 THE SIXTH SENSE- Reol ｜【台灣Vtuber】｜【歌回精華】,194,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 黑糖, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 李李鈴蘭, 李李鈴蘭 V, 李李鈴蘭 v, 李李鈴蘭 烤肉, 李李鈴蘭 精華, 鈴蘭 烤肉, 李李 精華, 李李 烤肉, 李李鈴蘭 台v, 李李鈴蘭初配信, 初配信, Lily Linglan初配信, Lily Linglan, #鈴蘭的教學日誌LA, Reol, 第六感, REOL",2021-09-29,https://i.ytimg.com/vi/ufeGZ7nFvzI/mqdefault.jpg,FALSE
d6ec823742676c7cfe125c2876767514,02tzlzzqBEk,黑糖終於被瑪莉吃下去了嗎!!??好難吃QQ【Vtuber精華】【瑪格麗特．溫特斯】,76,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 黑糖, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 瑪格麗特．溫特斯, 瑪格麗特 V, 瑪格麗特 v, 瑪格麗特 烤肉, 瑪格麗特 精華, 瑪格 烤肉, 瑪格 精華, 瑪麗 精華, 瑪麗 烤肉, 瑪格麗特 台v, 瑪麗初配信, 初配信, 瑪格麗特初配信, 瑪格麗特.溫特斯",2021-09-13,https://i.ytimg.com/vi/02tzlzzqBEk/mqdefault.jpg,FALSE
4fe1cef94827625e155d8357478a900b,2SSgMgVsy08,【李李鈴蘭 / Linglan Lily】李李鈴蘭  Cover「幽靈東京-Rick版」 ｜【台灣Vtuber精華】,241,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 黑糖, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 李李鈴蘭, 李李鈴蘭 V, 李李鈴蘭 v, 李李鈴蘭 烤肉, 李李鈴蘭 精華, 鈴蘭 烤肉, 李李 精華, 李李 烤肉, 李李鈴蘭 台v, 李李鈴蘭初配信, 初配信, Lily Linglan初配信, Lily Linglan",2021-09-12,https://i.ytimg.com/vi/2SSgMgVsy08/mqdefault.jpg,FALSE
37374b4d2e3ab2ae02711b690322ef18,eErhLlxIXW8,今晚我想要來點.....瑪菲!!!!【Vtuber精華】【瑪格麗特．溫特斯】,35,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 黑糖, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 瑪格麗特．溫特斯, 瑪格麗特 V, 瑪格麗特 v, 瑪格麗特 烤肉, 瑪格麗特 精華, 瑪格 烤肉, 瑪格 精華, 瑪麗 精華, 瑪麗 烤肉, 瑪格麗特 台v, 瑪麗初配信, 初配信, 瑪格麗特初配信, 瑪格麗特.溫特斯",2021-09-02,https://i.ytimg.com/vi/eErhLlxIXW8/mqdefault.jpg,FALSE
fc5de960edd8c2b182d7cb359db4b9ac,mwgoLlFU4jE,以為瑪麗大小姐會被你騙嗎~?真是個壞小孩呢~來給你一個5MA囉~【Vtuber精華】【瑪格麗特．溫特斯】,196,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"加鹽黑糖, 台V烤肉MAN, 台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 瑪格麗特．溫特斯, 瑪格麗特 V, 瑪格麗特 v, 瑪格麗特 烤肉, 瑪格麗特 精華, 瑪格 烤肉, 瑪格 精華, 瑪麗 精華, 瑪麗 烤肉, 瑪格麗特 台v, 瑪麗初配信, 初配信, 瑪格麗特初配信, 瑪格麗特.溫特斯",2021-09-02,https://i.ytimg.com/vi/mwgoLlFU4jE/mqdefault.jpg?v=612fa640,FALSE
baa956fe210b3a65ccbefe24e818b241,8jViUT4xkmM,瑪麗可愛的笑容~ 讓觀眾甜到暈過去了【Vtuber精華】【瑪格麗特．溫特斯】,149,UC0DGDzwqkmQ-iSo0CWL3zEw,加鹽黑糖,"台V, 台灣Vtuber, 台灣vtuber, 烤肉, 精華, 台v, 虛擬實況主, 虛擬直播主, vtuber, 中文字幕, 台V精華, 中文精華, 介紹, 烤肉man, 加鹽黑糖, 加鹽黑糖烤肉, 黑糖烤肉, 黑糖精華, 實況精華, 台v精華, 烤肉精華, Vtuber精華, Vtuber烤肉, 瑪格麗特．溫特斯, 瑪格麗特 V, 瑪格麗特 v, 瑪格麗特 烤肉, 瑪格麗特 精華, 瑪格 烤肉, 瑪格 精華, 瑪麗 精華, 瑪麗 烤肉, 瑪格麗特 台v",2021-08-30,https://i.ytimg.com/vi/8jViUT4xkmM/mqdefault.jpg?v=612d2372,FALSE
837224befad37f54c1fd8297057f4a0d,3zj5QLfFBe8,珍珠美人魚—清唱片段【神稻櫻火KAMIINA HARUHI】,140,UCQDfSq2olroE1XXb5wM8GkQ,鍋鍋ポット,"#神稻櫻火, #雲際線, #早安呱呱, #台灣Vtuber, #新人Vtuber, #kamiinaHaruhi, #櫻火",2021-10-29,https://i.ytimg.com/vi/3zj5QLfFBe8/mqdefault.jpg,FALSE
